517;196.1315460205;6117;6117;17E5
518;195.3667907714;6126;6126;17EE
519;194.6050109863;6136;6136;17F8
520;193.8461608886;6145;6145;1801
521;193.0901947021;6155;6155;180B
522;192.3371582031;6164;6164;1814
523;191.5869903564;6174;6174;181E
524;190.8396911621;6183;6183;1827
525;190.0952301025;6193;6193;1831
526;189.3536071777;6202;6202;183A
527;188.6147918701;6212;6212;1844
528;187.8787994384;6221;6221;184D
529;187.1455688476;6231;6231;1857
530;186.4151000976;6240;6240;1860
531;185.6873779296;6250;6250;186A
532;184.9624176025;6259;6259;1873
533;184.2401428222;6269;6269;187D
534;183.5205993652;6279;6279;1887
535;182.8037567138;6288;6288;1890
536;182.0895385742;6298;6298;189A
537;181.3780364990;6307;6307;18A3
538;180.6691436767;6317;6317;18AD
539;179.9628906250;6327;6327;18B7
540;179.2592468261;6336;6336;18C0
541;178.5582275390;6346;6346;18CA
542;177.8597869873;6355;6355;18D3
543;177.1639099121;6365;6365;18DD
544;176.4705963134;6375;6375;18E7
545;175.7798156738;6384;6384;18F0
546;175.0915832519;6394;6394;18FA
547;174.4058532714;6404;6404;1904
548;173.7226257324;6413;6413;190D
549;173.0418853759;6423;6423;1917
550;172.3636322021;6433;6433;1921
551;171.6878356933;6442;6442;192A
552;171.0144958496;6452;6452;1934
553;170.3435974121;6462;6462;193E
554;169.6750946044;6471;6471;1947
555;169.0090179443;6481;6481;1951
556;168.3453369140;6491;6491;195B
557;167.6840362548;6501;6501;1965
558;167.0250854492;6510;6510;196E
559;166.3685150146;6520;6520;1978
560;165.7142944335;6530;6530;1982
561;165.0623779296;6540;6540;198C
562;164.4128112792;6549;6549;1995
563;163.7655487060;6559;6559;199F
564;163.1205596923;6569;6569;19A9
565;162.4778747558;6579;6579;19B3
566;161.8374633789;6588;6588;19BC
567;161.1992797851;6598;6598;19C6
568;160.5633697509;6608;6608;19D0
569;159.9297027587;6618;6618;19DA
570;159.2982482910;6628;6628;19E4
571;158.6689910888;6638;6638;19EE
